created_at,id,text,hashtags,urls,source,in_reply_to_status_id,usr_id,usr_name,screen_name,usr_location,usr_url,protected,followers_count,friends_count,usr_created,geo_enabled,verified,usr_lang,geo,id,place_type,name,country_code,retweet_count,favorite_count,favorited,lang
Sat Apr 27 21:00:07 +0000 2019,1122244053377138688,"If you're looking for a taste of summer, look no further than this fish taco recipe https://t.co/NtQogY5uhY https://t.co/ILloK1iv37",[],['https://nyti.ms/2ZGKbm7'],"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,807095,The New York Times,nytimes,New York City,http://t.co/ahvuWqicF9,False,43310890,887,Fri Mar 02 20:41:42 +0000 2007,False,True,en,,,,,,20,72,False,en
Sat Apr 27 20:46:28 +0000 2019,1122240619357847553,"Oliver North made the announcement as the NRA faced a challenge from the New York attorney general, Letitia James,… https://t.co/ebkASaEYJe",[],['https://twitter.com/i/web/status/1122240619357847553'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.122239015678292e+18,807095,The New York Times,nytimes,New York City,http://t.co/ahvuWqicF9,False,43310890,887,Fri Mar 02 20:41:42 +0000 2007,False,True,en,,,,,,137,420,False,en
Sat Apr 27 20:40:06 +0000 2019,1122239015678291968,A stunning internal power struggle at the NRA took a major turn when Oliver North said he would not be renominated… https://t.co/jdQRgLtQxV,[],['https://twitter.com/i/web/status/1122239015678291968'],"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,807095,The New York Times,nytimes,New York City,http://t.co/ahvuWqicF9,False,43310890,887,Fri Mar 02 20:41:42 +0000 2007,False,True,en,,,,,,210,548,False,en
Sat Apr 27 20:20:03 +0000 2019,1122233972874936320,"RT @arappeport: KENDALL, Wis. — Trump, who rallies in Green Bay tonight, may need Wisconsin's dairy farmers to win the state in 2020. But t…",[],[],"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,807095,The New York Times,nytimes,New York City,http://t.co/ahvuWqicF9,False,43310890,887,Fri Mar 02 20:41:42 +0000 2007,False,True,en,,,,,,162,0,False,en
Tue Jul 24 17:31:56 +0000 2018,1021810223600807936,Thank you 1D family for helping us celebrate #8YearsofOneDirection we hope you enjoyed reliving some of the amazing… https://t.co/o3Z7pWXijB,['8YearsofOneDirection'],['https://twitter.com/i/web/status/1021810223600807936'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,107128,266625,False,en
Tue Jul 24 08:42:16 +0000 2018,1021676931123736576,"RT @Harry_Styles: Wow, Eight years has passed. Thank you for all the love, thank you for all the support. Thank you for everything. 
I love…",[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,234785,0,False,en
Mon Jul 23 22:00:01 +0000 2018,1021515300238286849,"And now I'm one step closer to being two steps far from you, when everybody wants you, everybody wants you 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,98438,250318,False,en
Mon Jul 23 21:00:00 +0000 2018,1021500197430472705,"You can't go to bed without a cup of tea, maybe that's the reason that you talk in your sleep 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,96853,230451,False,en
Mon Jul 23 20:00:01 +0000 2018,1021485101190852608,"We can make it 'til the end, nothing can come between you and I 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,97719,229925,False,en
Mon Jul 23 19:00:00 +0000 2018,1021469999976845312,"And if you like midnight driving with the windows down, and if you like going places we can't even pronounce 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,96360,230435,False,en
Mon Jul 23 18:00:00 +0000 2018,1021454900390006784,"Everybody wanna steal my girl, everybody wanna take her heart away 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,94263,221764,False,en
Mon Jul 23 17:00:01 +0000 2018,1021439805756825600,"I've been thinking about it lately, does it ever drive you crazy, just how fast the night changes? 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,103287,236676,False,en
Mon Jul 23 16:00:01 +0000 2018,1021424703733366784,"I know we only met but let's pretend it's love and never, never, never stop for anyone 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,97117,226887,False,en
Mon Jul 23 15:00:01 +0000 2018,1021409605732118530,"Baby, say yeah, yeah, yeah, yeah yeah and let me kiss you! 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,105795,243971,False,en
Mon Jul 23 14:36:22 +0000 2018,1021403655113723905,RT @NiallOfficial: #8YearsfOneDirection Wow! 8 years of amazing memories with the lads . Thank you so much for standing by us for all this…,['8YearsfOneDirection'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,202510,0,False,en
Mon Jul 23 14:06:08 +0000 2018,1021396045018943488,RT @LiamPayne: #8YearsOfOneDirection what an incredible 8 years it’s been with my brothers! Thank you to all the fans that are still suppor…,['8YearsOfOneDirection'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,198350,0,False,en
Mon Jul 23 14:00:00 +0000 2018,1021394502764949506,"But now we're together we're alone, and there's no other place I'd ever wanna go 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,97694,222941,False,en
Mon Jul 23 13:00:03 +0000 2018,1021379414108631041,"The story of my life, I take her home, I drive all night to keep her warm 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,111185,252710,False,en
Mon Jul 23 12:00:01 +0000 2018,1021364308272340992,"Baby you light up my world like nobody else 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,115320,248884,False,en
Mon Jul 23 11:00:00 +0000 2018,1021349202595655682,"I wanna love like you made me feel when we were 18 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,117543,255403,False,en
Mon Jul 23 10:01:30 +0000 2018,1021334479657369600,RT @Louis_Tomlinson: #8YearsOfOneDirection Where has the time gone!? Thank you so much to every single person who’s ever supported us. Big…,['8YearsOfOneDirection'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,211169,0,False,en
Mon Jul 23 10:00:01 +0000 2018,1021334107467509765,"I'm half a man at best, with half an arrow in my chest 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,106572,236859,False,en
Mon Jul 23 09:00:00 +0000 2018,1021319005162868736,"In the heat where you lay, I could stay right here and burn in it all day 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,105994,236399,False,en
Mon Jul 23 08:00:00 +0000 2018,1021303906364686343,"If I didn't have you I'd never see the sun, you taught me how to be someone 

#8YearsofOneDirection",['8YearsofOneDirection'],[],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,209708391,One Direction,onedirection,London,https://t.co/zUsqCh2RnX,False,30802727,3691,Fri Oct 29 19:05:25 +0000 2010,False,True,en,,,,,,108757,237440,False,en
Wed Apr 17 12:55:24 +0000 2019,1118498191362678785,So Proud of you @GayleKing! And you @ava for capturing the spirit of her in your words. #Time100 https://t.co/L9rAY9wTVW,['Time100'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,1384,15566,False,en
Thu Apr 11 15:16:05 +0000 2019,1116359271757828096,Ran into @brielarson back stage at @WomenintheWorld. She was wearing the cutest outfit ever and gave me lessons in… https://t.co/3J17hMXIrd,[],['https://twitter.com/i/web/status/1116359271757828096'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,1684,22822,False,en
Thu Apr 11 02:41:30 +0000 2019,1116169372173840389,"A little powder, a little conversation, and a lot of @trevornoah! See y’all later tonight on @thedailyshow. https://t.co/0esgTtMGr9",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,2868,21802,False,en
Thu Apr 11 00:25:12 +0000 2019,1116135070706929665,My first time doing @thedailyshow and I walked into this surprise from @trevornoah! Tune in tonight at 11 PM. https://t.co/Ve5NoPXeqR,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,2441,25116,False,en
Wed Apr 10 20:40:00 +0000 2019,1116078397472555008,Delighted to be partnering with Prince Harry. Hope we shed a lot of Light. And change some lives! https://t.co/tKGMhIlJpL,[],['https://twitter.com/THR/status/1115970674986749954'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,779,6493,False,en
Wed Apr 10 20:39:19 +0000 2019,1116078225409626112,"RT @thetimes: The Duke of Sussex has teamed up with Oprah Winfrey to make a documentary series about mental health, Kensington Palace annou…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,339,0,False,en
Wed Apr 10 14:16:57 +0000 2019,1115982002065485824,Getting ready to go on @cbsthismorning for my book #ThePathMadeClear. All my proceeds from the book is going to the… https://t.co/CJmMEIGX83,['ThePathMadeClear'],['https://twitter.com/i/web/status/1115982002065485824'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,777,8729,False,en
Wed Apr 10 01:26:39 +0000 2019,1115788148200620034,“By not redistributing that land we’re still dealing with the fallout”  #ReconstructionPBS.  Says it all @HenryLouisGates,['ReconstructionPBS'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,509,2383,False,en
Wed Apr 10 01:17:19 +0000 2019,1115785798241148929,@3LWTV @HenryLouisGates @PBS What to do you think @3LWTV About #ReconstructionPBS ?,['ReconstructionPBS'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1157815482158653e+18,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,6,34,False,en
Tue Apr 09 23:53:03 +0000 2019,1115764593471758336,Sitting by my tv waiting to watch this tonight. So important to understand our history. Thanks @HenryLouisGates for… https://t.co/Qb7dws9jWJ,[],['https://twitter.com/i/web/status/1115764593471758336'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,537,3410,False,en
Sun Apr 07 02:45:19 +0000 2019,1114720782418989058,@Purify_toast17 Amen to your insight.#FamilyorFiance,['FamilyorFiance'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1147198138159514e+18,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,4,23,False,en
Thu Mar 28 23:21:55 +0000 2019,1111408101997973504,"Hey @RitaWilson I just listened to
your new single https://t.co/yPSXzF4L2I. Had me😢, it’s so beautiful. You have a… https://t.co/rcJnOMbchy",[],"['http://smarturl.it/ThrowMeAParty', 'https://twitter.com/i/web/status/1111408101997973504']","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,194,2337,False,en
Tue Mar 26 21:25:05 +0000 2019,1110653925710090240,"Hope you enjoy my new book.
Great for graduates🎓trying to figure out what’s next.. or anyone who’s questioning or n… https://t.co/fjITLMpwgO",[],['https://twitter.com/i/web/status/1110653925710090240'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,1059,7125,False,en
Tue Mar 26 02:00:00 +0000 2019,1110360722154807297,There’s never been a moment quite like this one. We have this unique opportunity to rise to our best selves in how… https://t.co/qjXC14XKDb,[],['https://twitter.com/i/web/status/1110360722154807297'],"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,392,2233,False,en
Tue Mar 26 01:16:35 +0000 2019,1110349796601061377,"We’re Apple girls now! A billion phones, here we come... #AppleEvent https://t.co/wQ7yV7XULG",['AppleEvent'],[],"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,1668,18842,False,en
Mon Mar 25 23:31:19 +0000 2019,1110323305787977728,Who knew the elevator was going to spin? Only at @apple! https://t.co/aIV76v5nRm,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,596,4749,False,en
Mon Mar 25 22:43:52 +0000 2019,1110311365627920384,"I’m partnering with @tim_cook and @Apple to leave this world a little bit smarter, kinder, and better than we found… https://t.co/ahrngHSWK2",[],['https://twitter.com/i/web/status/1110311365627920384'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,1660,14431,False,en
Wed Mar 13 17:15:33 +0000 2019,1105880086715289600,. @aliciakeys has navigated the spotlight and pressures of fame while retaining a humble and beautiful spirit. I am… https://t.co/AV0TdN68CI,[],['https://twitter.com/i/web/status/1105880086715289600'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,646,4845,False,en
Sun Mar 10 05:13:52 +0000 2019,1104611303346171905,@TracyMcMillan @OWNTV I’be seen it. Great job👍🏽,[],[],"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.1045407987696845e+18,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,6,35,False,en
Sun Mar 10 05:10:02 +0000 2019,1104610341546164225,@OWNingLight @EckhartTolle I’m doing the same. 🙏🏽,[],[],"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.0951240705370153e+18,19397785,Oprah Winfrey,Oprah,,https://t.co/IKOnfAha8E,False,42153591,306,Fri Jan 23 15:18:34 +0000 2009,False,True,en,,,,,,3,29,False,en
Fri Apr 26 21:30:23 +0000 2019,1121889281314836483,Cause he’s the bees knees https://t.co/AalPbqQFEp,[],['https://twitter.com/chartdata/status/1121876603087261699'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,225,5028,False,en
Fri Apr 26 20:18:56 +0000 2019,1121871302002921472,Listen to #Hurts2BHuman ft. @thegreatkhalid on @applemusic's A-List Pop playlist! https://t.co/tXeSBRUazX https://t.co/jEwWinMkPK,['Hurts2BHuman'],['https://itunes.apple.com/us/playlist/the-a-list-pop/pl.5ee8333dbe944d9f9151e97d92d1ead9'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,228,2447,False,en
Fri Apr 26 19:03:58 +0000 2019,1121852437227241473,RT @Shazam: .@Pink is our Artist of the Week 💙 Listen to her new album #Hurts2BHuman on @AppleMusic ---&gt; https://t.co/g4M1gA6kna https://t.…,['Hurts2BHuman'],['https://apple.co/2PBcQ7q'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,227,0,False,en
Fri Apr 26 18:38:46 +0000 2019,1121846095611559936,Thank you @spotify for the billboard love! Listen to the title track from my new album #Hurts2BHuman on… https://t.co/w6H8J7geKj,['Hurts2BHuman'],['https://twitter.com/i/web/status/1121846095611559936'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,355,3641,False,en
Fri Apr 26 16:13:28 +0000 2019,1121809530671837185,‘Hurts 2B Human’ is out now on @AmazonMusic! #AlexaPlay the new P!nk album. 💓https://t.co/XucG7nZnow https://t.co/YqJpkE6naz,['AlexaPlay'],['https://amzn.to/2UBUfc6'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,652,5615,False,en
Fri Apr 26 05:59:25 +0000 2019,1121654996984983554,🥰 https://t.co/rahVNMvAus,[],['https://twitter.com/findyangsshoe/status/1121654286444679173'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,72,1338,False,und
Fri Apr 26 05:58:02 +0000 2019,1121654648408928256,Thank you brother. I love you. What a fucking adventure we’re on. Thank you for joining me. https://t.co/zOGoP6rubh,[],['https://twitter.com/billymann/status/1121647034962862081'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,215,4291,False,en
Fri Apr 26 05:08:04 +0000 2019,1121642075307380736,Thank you 🙏 https://t.co/KiJ2ykawts,[],['https://twitter.com/twittzendo/status/1121641416399024128'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,61,1179,False,en
Fri Apr 26 05:06:46 +0000 2019,1121641749468737536,Really? ❤️🤩 https://t.co/muRs5kFTHR,[],['https://twitter.com/chartdata/status/1121638975834218498'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,438,7631,False,en
Fri Apr 26 05:02:28 +0000 2019,1121640665908035584,Beautiful https://t.co/jcXVrZNQ40,[],['https://twitter.com/merrylouser/status/1121635073051090944'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,67,1240,False,en
Fri Apr 26 05:00:42 +0000 2019,1121640221299200003,Thank you ❤️ https://t.co/sMfZM6tPKI,[],['https://twitter.com/dancinintrauma/status/1121611835893932032'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,58,1023,False,en
Fri Apr 26 04:50:31 +0000 2019,1121637656788496384,❤️❤️❤️🙏🙏🙏 https://t.co/V8DA0Yn5GG,[],['https://twitter.com/sabine_kater/status/1121628898435842051'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,58,1192,False,und
Fri Apr 26 04:02:10 +0000 2019,1121625492971409408,My new album #Hurts2BHuman is out now! 💖 https://t.co/c4dTAgESHq #genies https://t.co/PrGdu0dB8L,"['Hurts2BHuman', 'genies']",['http://smarturl.it/H2BH'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,1748,10092,False,en
Fri Apr 26 02:21:02 +0000 2019,1121600038805954561,❤️❤️❤️ https://t.co/AakdPJRijA,[],['https://twitter.com/jord_eliza/status/1121599200662380545'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,56,1457,False,und
Fri Apr 26 02:12:23 +0000 2019,1121597861328826369,Thank you https://t.co/ILQzZuOxjK,[],['https://twitter.com/gente_do_ceu/status/1121576270553333761'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,68,1440,False,en
Fri Apr 26 00:44:23 +0000 2019,1121575718155182082,Thanks for the love ❤️ https://t.co/MaPaBL0XKD,[],['https://twitter.com/mauricioav88/status/1121567299994038272'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,187,2602,False,en
Thu Apr 25 23:50:42 +0000 2019,1121562208373231616,Thanks everyone for all the love ❤️ https://t.co/yztlFXpoDK,[],['https://twitter.com/housekelly17/status/1121562046603120641'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,28706024,P!nk,Pink,los angeles,https://t.co/7OR98zuOdy,False,32018911,461,Sat Apr 04 01:16:34 +0000 2009,False,True,en,,,,,,195,3621,False,en
